	B	78	Kupres	Bosnia and Herzegovina	Adria Ski - Kupres		ski_resort	Čajuša b.b.	+38734275100								overture:c3a29d26-5600-4510-9840-145dddae29b3	2026-08-15T01:26:12Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.adriaski.net/	recepcija@adriaski.net									High	Verified	https://explore.overturemaps.org/#id=c3a29d26-5600-4510-9840-145dddae29b3	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:c3a29d26-5600-4510-9840-145dddae29b3	adriaski.net	38734275100	adria ski kupres	Kupres	Bosnia and Herzegovina	HIGH	domain:adriaski.net
	B	78	Misano Adriatico	Italy	Hotel Villa Rosa beachfront		hotel	Via Litoranea Sud, 4	+390541613601								overture:f1a264c2-0512-4138-9211-ecd5069756f3	2026-08-15T01:23:42Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villarosamisano.it/	info@villarosamisano.it									High	Verified	https://explore.overturemaps.org/#id=f1a264c2-0512-4138-9211-ecd5069756f3	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:f1a264c2-0512-4138-9211-ecd5069756f3	villarosamisano.it	390541613601	hotel villa rosa beachfront	Misano Adriatico	Italy	HIGH	domain:villarosamisano.it
	B	78	Comacchio	Italy	Villaggio Samoa		resort	Viale Libia, 131a	+390533370470								overture:61f5ef6d-2144-4c1c-a213-ed2a503c60e6	2026-08-15T01:23:42Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villaggiosamoa.it/	info@villaggiosamoa.it									Medium	Recall-first	https://explore.overturemaps.org/#id=61f5ef6d-2144-4c1c-a213-ed2a503c60e6	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:61f5ef6d-2144-4c1c-a213-ed2a503c60e6	villaggiosamoa.it	390533370470	villaggio samoa	Comacchio	Italy	MEDIUM	domain:villaggiosamoa.it
	B	78	Cesenatico	Italy	Villa Nidodonda Country Resort & Spa		bed_and_breakfast	Via Canale Bonificazione, 200	+393383308967								overture:5207f24f-6f46-40c3-a565-db64c1800699	2026-08-15T01:23:42Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.nidodonda.it/	booking@nidodonda.it									High	Verified	https://explore.overturemaps.org/#id=5207f24f-6f46-40c3-a565-db64c1800699	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:5207f24f-6f46-40c3-a565-db64c1800699	nidodonda.it	393383308967	villa nidodonda country resort spa	Cesenatico	Italy	HIGH	domain:nidodonda.it
	B	78	Manitowish Waters	USA	Manitowish Waters Skiing Skeeters		ski_resort	rest lake park road									overture:2d7e4284-d830-4343-bb09-c2b854430800	2026-08-15T01:01:53.485175Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=P2PHG5FN9GVPU	mwskiingskeeters@gmail.com	https://www.paypal.com/us/smarthelp/contact-us								High	Verified	https://explore.overturemaps.org/#id=2d7e4284-d830-4343-bb09-c2b854430800	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:2d7e4284-d830-4343-bb09-c2b854430800	paypal.com		manitowish waters skiing skeeters	Manitowish Waters	USA	HIGH	domain:paypal.com
	B	78	Montepaone	Italy	Villa Zen Garden		resort	Villa Zen Garden, Via Marco Aurelio Cassiodoro, 21	+393487159559								overture:eb9a0ea7-9e28-46e6-ae9f-057da3ea9c6b	2026-08-15T00:58:54Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villazengarden.eu/	info@villazengarden.eu									Medium	Recall-first	https://explore.overturemaps.org/#id=eb9a0ea7-9e28-46e6-ae9f-057da3ea9c6b	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:eb9a0ea7-9e28-46e6-ae9f-057da3ea9c6b	villazengarden.eu	393487159559	villa zen garden	Montepaone	Italy	MEDIUM	domain:villazengarden.eu
	B	78	Vieste	Italy	Residence Villa Medina		hotel	6, Località	+393204814200								overture:99d3b87e-eea7-4db5-a422-8bf1b29992f3	2026-08-15T00:58:54Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villamedina.it/	lillo.medina@gmail.com									High	Verified	https://explore.overturemaps.org/#id=99d3b87e-eea7-4db5-a422-8bf1b29992f3	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:99d3b87e-eea7-4db5-a422-8bf1b29992f3	villamedina.it	393204814200	residence villa medina	Vieste	Italy	HIGH	domain:villamedina.it
	B	78	Αθήνα	Greece	Elysian Villas		hotel	Αποστόλου Παύλου 3	+306977441742								overture:0bdbf128-88bb-42d8-8360-90459a780512	2026-08-15T00:58:54Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.elysianvillas.com/	info@elysianvillas.com									High	Verified	https://explore.overturemaps.org/#id=0bdbf128-88bb-42d8-8360-90459a780512	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:0bdbf128-88bb-42d8-8360-90459a780512	elysianvillas.com	306977441742	elysian villas	Αθήνα	Greece	HIGH	domain:elysianvillas.com
	B	78	Tonasket	Canada	Sitzmark Ski Area		ski_resort	2080 Havillah Rd									overture:957d8191-93b2-4a83-8ee6-6da80f152915	2026-08-15T00:58:09.532345Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.ride-sitzmark.com/	sitzmarkskiarea@gmail.com	https://ride-sitzmark.com/pages/contact								High	Verified	https://explore.overturemaps.org/#id=957d8191-93b2-4a83-8ee6-6da80f152915	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:957d8191-93b2-4a83-8ee6-6da80f152915	ride-sitzmark.com		sitzmark ski area	Tonasket	Canada	HIGH	domain:ride-sitzmark.com
	B	78	Thompsonville	USA	Stargazing Luxury Glamping Resort		resort	16897 Cadillac Hwy									overture:bbf9088a-9397-4b5b-8c0c-86d95c2af1b2	2026-08-15T00:53:59.669877Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://staystargazing.com/	reservation@staystargazing.com					https://staystargazing.com/xmlrpc.php				Medium	Recall-first	https://explore.overturemaps.org/#id=bbf9088a-9397-4b5b-8c0c-86d95c2af1b2	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:bbf9088a-9397-4b5b-8c0c-86d95c2af1b2	staystargazing.com		stargazing luxury glamping resort	Thompsonville	USA	MEDIUM	domain:staystargazing.com
	B	78	Zákynthos	Greece	Oresteia Villas		hotel	Tragaki, Zakynthos									overture:f9f526d3-3793-430c-8f54-956c0c60b6cf	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.oresteiavillas.com/	info@oresteiavillas.com					https://www.oresteiavillas.com/img/gallery/exclusive-villa/01.jpg				High	Verified	https://explore.overturemaps.org/#id=f9f526d3-3793-430c-8f54-956c0c60b6cf	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:f9f526d3-3793-430c-8f54-956c0c60b6cf	oresteiavillas.com		oresteia villas	Zákynthos	Greece	HIGH	domain:oresteiavillas.com
	B	78	Λευκάδα	Greece	Volta Villas Lefkada		hotel	Lefkada	+306972273783								overture:4165b566-2034-45db-a846-96d87cd0cd78	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.voltavillas-lefkada.gr/	voltavillas.lefkada@gmail.com									High	Verified	https://explore.overturemaps.org/#id=4165b566-2034-45db-a846-96d87cd0cd78	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:4165b566-2034-45db-a846-96d87cd0cd78	voltavillas-lefkada.gr	306972273783	volta villas lefkada	Λευκάδα	Greece	HIGH	domain:voltavillas-lefkada.gr
	B	78	Marsala	Italy	Villa White Luxury Residence		hotel	C/da Cardilla,401	+393451637481								overture:07f71616-cae4-43d7-884e-c893b5b45162	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villawhitemarsala.it/	info@villawhitemarsala.it									Medium	Recall-first	https://explore.overturemaps.org/#id=07f71616-cae4-43d7-884e-c893b5b45162	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:07f71616-cae4-43d7-884e-c893b5b45162	villawhitemarsala.it	393451637481	villa white luxury residence	Marsala	Italy	MEDIUM	domain:villawhitemarsala.it
	B	78	Modica	Italy	Villa Teresa		resort	Contrada Crocevia Cava d'Ispica, 44	+393385497613								overture:94fe505c-5d45-438d-9856-f0b2182eb717	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villateresaresort.it/	info@villateresaresort.it									High	Verified	https://explore.overturemaps.org/#id=94fe505c-5d45-438d-9856-f0b2182eb717	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:94fe505c-5d45-438d-9856-f0b2182eb717	villateresaresort.it	393385497613	villa teresa	Modica	Italy	HIGH	domain:villateresaresort.it
	B	78	Casteldaccia	Italy	Villasilvia.info		hotel	Via Stazzone, 28	+393484008000								overture:789ee798-fdee-477e-aaa7-16275565858b	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villasilvia.info/	gianluca@villasilvia.info									High	Verified	https://explore.overturemaps.org/#id=789ee798-fdee-477e-aaa7-16275565858b	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:789ee798-fdee-477e-aaa7-16275565858b	villasilvia.info	393484008000	villasilvia info	Casteldaccia	Italy	HIGH	domain:villasilvia.info
	B	78	Χερσόνησος	Greece	Villas Crete		hotel	koutouloufari Ag.vasiliou	+306946591836								overture:e28890db-2d92-45c2-820b-983b2cd00409	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villascrete.gr/	eratovilla@yahoo.com									High	Verified	https://explore.overturemaps.org/#id=e28890db-2d92-45c2-820b-983b2cd00409	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:e28890db-2d92-45c2-820b-983b2cd00409	villascrete.gr	306946591836	villas crete	Χερσόνησος	Greece	HIGH	domain:villascrete.gr
	B	78	San Gimignano	Italy	Hotel Villasanpaolo		hotel	Strada Provinciale per Certaldo	0577 955100								overture:0cc28852-c46c-49a0-96e7-e9f772c61581	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villasanpaolo.com	info@villasanpaolo.com									High	Verified	https://explore.overturemaps.org/#id=0cc28852-c46c-49a0-96e7-e9f772c61581	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:0cc28852-c46c-49a0-96e7-e9f772c61581	villasanpaolo.com	0577955100	hotel villasanpaolo	San Gimignano	Italy	HIGH	domain:villasanpaolo.com
	B	78	Villasimius	Italy	Villasimius Villa Rokkaria		hotel	Via Cadorna	+393920807700								overture:13027906-1e19-4788-988b-4c50df4543d8	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villarokkaria.it/	danilo.cutrano@gmail.com									High	Verified	https://explore.overturemaps.org/#id=13027906-1e19-4788-988b-4c50df4543d8	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:13027906-1e19-4788-988b-4c50df4543d8	villarokkaria.it	393920807700	villasimius villa rokkaria	Villasimius	Italy	HIGH	domain:villarokkaria.it
	B	78	Colli del Tronto	Italy	Villa Picena		hotel	Via Salaria, 66	+390736892460								overture:900ac78c-6606-415e-87f5-7687efe06ea6	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://www.villapicena.it	info@villapicena.it									High	Verified	https://explore.overturemaps.org/#id=900ac78c-6606-415e-87f5-7687efe06ea6	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:900ac78c-6606-415e-87f5-7687efe06ea6	villapicena.it	390736892460	villa picena	Colli del Tronto	Italy	HIGH	domain:villapicena.it
	B	78	Pefkochori	Greece	Villa Pefkochori - Rent a luxury family house, in Chalkidiki.		hotel	Keramaria	+46736421873								overture:e3f9538b-dff4-43ae-b95e-bb6d3583b342	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villapefkohori.gr/	info@villapefkohori.gr									Medium	Recall-first	https://explore.overturemaps.org/#id=e3f9538b-dff4-43ae-b95e-bb6d3583b342	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:e3f9538b-dff4-43ae-b95e-bb6d3583b342	villapefkohori.gr	46736421873	villa pefkochori rent a luxury family house in chalkidiki	Pefkochori	Greece	MEDIUM	domain:villapefkohori.gr
	B	78	Civitavecchia	Italy	Villa Giada Luxury Boutique Hotel		hotel	Via Attilio Bandiera, 17	+3907661916893								overture:90a23041-3615-4d90-a8a7-b1eac5aacfe9	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://www.villagiadaluxuryresort.it/	info@villagiadaluxuryresort.it									High	Verified	https://explore.overturemaps.org/#id=90a23041-3615-4d90-a8a7-b1eac5aacfe9	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:90a23041-3615-4d90-a8a7-b1eac5aacfe9	villagiadaluxuryresort.it	3907661916893	villa giada luxury boutique hotel	Civitavecchia	Italy	HIGH	domain:villagiadaluxuryresort.it
	B	78	Trecchina	Italy	Villaggio Valle Del Noce		resort	Via Valle, 32	+393391313535								overture:400a672e-4746-4a6a-8eb3-8c1f3faf36ac	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villaggiovalledelnoce.it/	info@villaggiovalledelnoce.it									High	Verified	https://explore.overturemaps.org/#id=400a672e-4746-4a6a-8eb3-8c1f3faf36ac	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:400a672e-4746-4a6a-8eb3-8c1f3faf36ac	villaggiovalledelnoce.it	393391313535	villaggio valle del noce	Trecchina	Italy	HIGH	domain:villaggiovalledelnoce.it
	B	78	Catania	Italy	Villaggio Turistico Europeo		resort	Viale Presidente Kennedy, 91	+39095591026								overture:538c9091-4617-40ae-9ee0-90a870fb5cb7	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villaggioturisticoeuropeo.it/	info@villaggioturisticoeuropeo.it									Medium	Recall-first	https://explore.overturemaps.org/#id=538c9091-4617-40ae-9ee0-90a870fb5cb7	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:538c9091-4617-40ae-9ee0-90a870fb5cb7	villaggioturisticoeuropeo.it	39095591026	villaggio turistico europeo	Catania	Italy	MEDIUM	domain:villaggioturisticoeuropeo.it
	B	78	Fauglia	Italy	Villa Conti		hotel	Via Pontita, 8	+390507214785								overture:60197f37-b810-46da-aa98-7bbd98698b23	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.villaconti.it/	info@villaconti.it									Medium	Recall-first	https://explore.overturemaps.org/#id=60197f37-b810-46da-aa98-7bbd98698b23	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:60197f37-b810-46da-aa98-7bbd98698b23	villaconti.it	390507214785	villa conti	Fauglia	Italy	MEDIUM	domain:villaconti.it
	B	78	Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου	Greece	Trochalo Villas		hotel	Κοινοτική οδός Στούπας-Νεοχωρίου	+302721088419								overture:7d74d355-32f9-4886-b359-4928fabb8b63	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://trochalovillas.gr/	troxalo.villas@gmail.com									High	Verified	https://explore.overturemaps.org/#id=7d74d355-32f9-4886-b359-4928fabb8b63	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:7d74d355-32f9-4886-b359-4928fabb8b63	trochalovillas.gr	302721088419	trochalo villas	Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου	Greece	HIGH	domain:trochalovillas.gr
	B	78	Σιθωνία	Greece	Tiamo Secrets, Leading Villas		hotel		+306981226376								overture:43fe8f2a-2646-4a64-b035-d0fe37b13e4f	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.tiamosecrets.com/	contact@tiamosecrets.com									High	Verified	https://explore.overturemaps.org/#id=43fe8f2a-2646-4a64-b035-d0fe37b13e4f	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:43fe8f2a-2646-4a64-b035-d0fe37b13e4f	tiamosecrets.com	306981226376	tiamo secrets leading villas	Σιθωνία	Greece	HIGH	domain:tiamosecrets.com
	B	78	Κασσάνδρα	Greece	Sunset Villas Possidi		hotel	POSIDI AEGEOPELAGITIKA	+302312312604								overture:ad68bc28-26e0-41d0-b0d2-44ed764a1adb	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.sunsetvillas.gr/	info@sunsetvillas.gr									High	Verified	https://explore.overturemaps.org/#id=ad68bc28-26e0-41d0-b0d2-44ed764a1adb	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:ad68bc28-26e0-41d0-b0d2-44ed764a1adb	sunsetvillas.gr	302312312604	sunset villas possidi	Κασσάνδρα	Greece	HIGH	domain:sunsetvillas.gr
	B	78	Beyoğlu	Greece	Stories Hotel Kumbaraci		hotel	Kumbaracı Yokuşu Sokak 66	+902122443472								overture:a63316ac-2480-4d46-a569-cba88a848618	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.storieshotel.com.tr/	kumbaraci@storieshotel.com.tr									Medium	Recall-first	https://explore.overturemaps.org/#id=a63316ac-2480-4d46-a569-cba88a848618	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:a63316ac-2480-4d46-a569-cba88a848618	storieshotel.com.tr	902122443472	stories hotel kumbaraci	Beyoğlu	Greece	MEDIUM	domain:storieshotel.com.tr
	B	78	Terrace Bay	USA	Trestle Ridge Ski Hill		ski_resort	Hwy 17	+18072280617								overture:aac30677-b411-42bd-a45f-9e0f55ff5a74	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://terrace-bay-ski-hill.square.site/	trestleridgeskihill@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=aac30677-b411-42bd-a45f-9e0f55ff5a74	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:aac30677-b411-42bd-a45f-9e0f55ff5a74	square.site	18072280617	trestle ridge ski hill	Terrace Bay	USA	MEDIUM	domain:square.site
	B	78	Τήνος	Greece	Soborgo Tinos Exquisite Villas		hotel	Thesi Ntraouna	+306932746292								overture:f0a66e80-dda5-4433-8cbc-1d79e3400a7b	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	http://www.soborgo.gr/	info@soborgo.gr									High	Verified	https://explore.overturemaps.org/#id=f0a66e80-dda5-4433-8cbc-1d79e3400a7b	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:f0a66e80-dda5-4433-8cbc-1d79e3400a7b	soborgo.gr	306932746292	soborgo tinos exquisite villas	Τήνος	Greece	HIGH	domain:soborgo.gr
	B	78	Terrasini	Italy	Villa Serendipity Terrasini		resort	Via Renato Guttuso, 19	+393332573617								overture:62f752b2-2713-46b3-976f-75d9de4e2298	2026-08-15T00:30:13Z		Canonical queue drain | fit B | GitHub MASTER dedupe passed	https://www.serendipityterrasini.com/	villaserendipityterrasini@gmail.com									Medium	Recall-first	https://explore.overturemaps.org/#id=62f752b2-2713-46b3-976f-75d9de4e2298	Public Overture site+email; zero-HTTP V6 cheap-screen. Final MASTER dedupe/QA required.				overture:62f752b2-2713-46b3-976f-75d9de4e2298	serendipityterrasini.com	393332573617	villa serendipity terrasini	Terrasini	Italy	MEDIUM	domain:serendipityterrasini.com
